id,organisation_name,channel_name,address,block_number,street_name,building_name,postcode,latitude,longitude,operating_hours,contact,website,categories_accepted,type,remarks,channel_of_reuse,
488,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 140 Teck Whye Lane,"140 Teck Whye Lane, #01-351 , Singapore 680140",140,Teck Whye Lane,"140 Teck Whye Lane, #01-351",680140,1.38003058296689,103.753118410312,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
489,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 18 Teck Whye,"18 Teck Whye Lane, #01-95 , Singapore 680018",18,Teck Whye Lane,"18 Teck Whye Lane, #01-95",680018,1.37829768797221,103.754071398872,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
490,ALBA E-waste Smart Recycling Pte Ltd,Teck Whye Lane,"146 Teck Whye Lane, Singapore 680146",146,Teck Whye Lane,,680146,1.38111667851230,103.752527098337,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
491,ALBA E-waste Smart Recycling Pte Ltd,Telok Blangah CC,"450 Telok Blangah Street 31, Telok Blangah CC, Reception Area, Singapore 108943",450,Telok Blangah Street 31,"Telok Blangah CC, Reception Area",108943,1.27486265714118,103.807875425734,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
492,ALBA E-waste Smart Recycling Pte Ltd,Harvey Norman @ Suntec City Mall,"3 Temasek Boulevard, Suntec City Mall, #01-634, In-Store, Singapore 38983",3,Temasek Boulevard,"Suntec City Mall, #01-634, In-Store",38983,1.32721717235664,103.880605664604,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
493,ALBA E-waste Smart Recycling Pte Ltd,Giant @ Suntec City Mall,"3 Temasek Boulevard, #B1-154, Singapore 38983",3,Temasek Boulevard,"Suntec City Mall, #B1-154",38983,1.32721717235664,103.880605664604,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
494,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Novena Square,"238 Thomson Road, Novena Square, #01-28 , Singapore 307683",238,Thomson Road,"Novena Square, #01-28",307683,1.32021100706836,103.843656761867,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
495,ALBA E-waste Smart Recycling Pte Ltd,Novena Square,"238 Thomson Road, Novena Square, Level 3, Singapore 307683",238,Thomson Road,"Novena Square, Level 3",307683,1.32021100706836,103.843656761867,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
496,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ United Square,"101 Thomson Road, United Square, #02-22/25, Singapore 307591",101,Thomson Road,"United Square, #02-22/25",307591,1.31742800767635,103.843670754851,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
497,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ United Square,"101 Thomson Road, United Square, #B1-29 , Singapore 307591",101,Thomson Road,"United Square, #B1-29",307591,1.31742800767635,103.843670754851,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
498,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore / Urbanwrite @ United Square,"101 Thomson Road, United Square, #B1-56/56A, Singapore 307591",101,Thomson Road,"United Square, #B1-56/56A",307591,1.31742800767635,103.843670754851,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
499,ALBA E-waste Smart Recycling Pte Ltd,Mega Discount Store @ United Square,"101 Thomson Road, United Square, #B1-56D/E, Main Entrance, Singapore 307591",101,Thomson Road,"United Square, #B1-56D/E, Main Entrance",307591,1.31742800767635,103.843670754851,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
500,ALBA E-waste Smart Recycling Pte Ltd,MSF Building,"512 Thomson Road MSF Building Lobby, Main Lobby, Singapore 298136",512,Thomson Road MSF Building Lobby,"MSF Building, Main Lobby",298136,1.33366526676212,103.839419152600,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
501,ALBA E-waste Smart Recycling Pte Ltd,Central Plaza,"298 Tiong Bahru Road, Common Corridor (Letterbox), Singapore 168730",298,Tiong Bahru Road,"Central Plaza, Common Corridor (Letterbox)",168730,1.28629937187776,103.828093503404,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
502,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ Tiong Bahru Plaza,"302 Tiong Bahru Road, Tiong Bahru Plaza, #03-115, Singapore 168732",302,Tiong Bahru Road,"Tiong Bahru Plaza, #03-115",168732,1.28633177192832,103.827550771424,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
503,ALBA E-waste Smart Recycling Pte Ltd,Challenger @ Tiong Bahru Plaza,"302 Tiong Bahru Road, Tiong Bahru Plaza, #03-19, In-Store, Singapore 168732",302,Tiong Bahru Road,"Tiong Bahru Plaza, #03-19, In-Store",168732,1.28633177192832,103.827550771424,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
504,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Tiong Bahru Plaza,"302 Tiong Bahru Road, #B1-01, Singapore 168732",302,Tiong Bahru Road,"Tiong Bahru Plaza, #B1-01",168732,1.28633177192832,103.827550771424,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
505,ALBA E-waste Smart Recycling Pte Ltd,Toa Payoh Central CC,"93 Toa Payoh Central, Main Entrance, Singapore 319194",93,Toa Payoh Central,"Toa Payoh Central CC, Main Entrance",319194,1.33465572055474,103.850443867080,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
506,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 192 Toa Payoh Lor 4,"192 Toa Payoh Lor 4, #01-670/672, Singapore 310192",192,Toa Payoh Lor 4,"192 Toa Payoh Lor 4, #01-670/672",310192,1.33169008196203,103.850619807010,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
507,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ HDB Hub,"530 Toa Payoh Lor 6, HDB Hub, #02-01, Singapore 310530",530,Toa Payoh Lor 6,"HDB Hub, #02-01",310530,1.33216810552095,103.847086433041,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
508,ALBA E-waste Smart Recycling Pte Ltd,Giant @ 181 Toa Payon Lorong 4,"181 Toa Payoh Lorong 4, #01-602, Singapore 310181",181,Toa Payoh Lorong 4,"181 Toa Payoh Lorong 4, #01-602",310181,1.33361936151806,103.850978678264,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
509,ALBA E-waste Smart Recycling Pte Ltd,Cash Converters @ 192 Toa Payoh Lorong 4,"192 Toa Payoh Lorong 4, Buyer's Office, Singapore 310192",192,Toa Payoh Lorong 4,Buyer's Office,310192,1.33169008196203,103.850619807010,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
510,ALBA E-waste Smart Recycling Pte Ltd,Courts @ 460 Toa Payoh Lorong 6,"460 Toa Payoh Lorong 6, Main Entrance, Singapore 310460",460,Toa Payoh Lorong 6,"460 Toa Payoh Lorong 6 , Main Entrance",310460,1.33201387005935,103.849849496620,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
511,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 100AM,"100 Tras St, 100AM, #B1-01, Singapore 79027",100,Tras St,"100AM, #B1-01",79027,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
512,ALBA E-waste Smart Recycling Pte Ltd,Alba E-Waste Smart Recycling Pte Ltd,"20 Tuas Loop, Singapore 637350",20,Tuas Loop,Alba E-Waste Smart Recycling Pte Ltd,637350,1.32018069096143,103.636753818888,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
513,ALBA E-waste Smart Recycling Pte Ltd,The Grandstand (Turf City),"200 Turf Club Road Dbs The Grandstand, The Grandstand (Turf City), Main Lobby Conceirge, Singapore 287994",200,Turf Club Road Dbs The Grandstand,"The Grandstand (Turf City), Main Lobby Conceirge",287994,1.33759373277131,103.793707423659,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
514,ALBA E-waste Smart Recycling Pte Ltd,Giant @ Kampung Ubi,"306 Ubi Ave 1, Kampung Ubi, #01-85, Singapore 400306",306,Ubi Ave 1,"Kampung Ubi, #01-85",400306,1.32987219527898,103.901929737149,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
515,ALBA E-waste Smart Recycling Pte Ltd,Kampong Ubi Industrial Estate Block 3024A,"3024A Ubi Rd 1, Pavilion, Singapore 408718",3024A,Ubi Rd 1,"Kampong Ubi Industrial Estate Block 3024A, Pavilion",408718,1.32985965262254,103.896058169666,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
516,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 200 Upper Thomson,"200 Upp Thomson Rd, #B1-01 , Singapore 574424",200,Upp Thomson Rd,"200 Upper Thomson , #B1-01",574424,1.35184499157062,103.836053648292,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
517,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 5 Upper Boon Keng Rd,"5 Upper Boon Keng Rd, #01-05, Singapore 80005",5,Upper Boon Keng Rd,"5 Upper Boon Keng Rd, #01-05",80005,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
518,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ Boon Keng,"11 Upper Boon Keng Road, #01-901, Singapore 380011",11,Upper Boon Keng Road,"11 Upper Boon Keng Road, #01-901",380011,1.31423937033551,103.870914031459,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
519,ALBA E-waste Smart Recycling Pte Ltd,Giant @ Beauty World Centre,"144 Upper Bukit Timah Road, #B1-01, Singapore 588177",144,Upper Bukit Timah Road,"Beauty World Centre, #B1-01",588177,1.34241264188642,103.776539385406,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
520,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Sim Lian Building,"205 Upper Bukit Timah Road, Sim Lian Building, Singapore 588181",205,Upper Bukit Timah Road,Sim Lian Building,588181,1.34449155367099,103.774321065022,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
521,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ The Rail Mall,"464-484 Upper Bukit Timah Road, Singapore 678077",464-484,Upper Bukit Timah Road,The Rail Mall,678077,1.36012368217462,103.767542220363,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
522,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ East Village,"430 Upper Changi Road, #01-47, Singapore 487048",430,Upper Changi Road,"East Village, #01-47",487048,1.33177581503050,103.946201241591,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
523,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 51 Upper Serangoon Rd,"51 Upper Serangoon Rd, The Poiz Centre, #01-30 to 32, 41 to 49 , Singapore 347697",51,Upper Serangoon Rd,"The Poiz Centre, #01-30 to 32, 41 to 49",347697,1.33135550782584,103.868150095119,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
